Image;code postal;Commune;Nom;Adresse;Contact mail;Contact téléphonique;Site internet;Réseau social Facebook;Réseau social Twitter;Réseau social Youtube;Texte descriptif;Etat;Typologie;Type innovation;XY;Horaires
;75013;Paris 13e;Paris Terrain de Jeux - Parking des Deux-Moulins;Au 163, rue Nationale;;;http://www.paris.fr/terraindejeux;;;;Paris Terrain de jeux. Kart électrique en ville et en famille. Un univers inspiré du jeu vidéo pour séduire un public large. Activité sportive innovante respectueuse de l’environnement;projet;Innovation sociale et sociétale;Espaces insolites;48.82744,2.366062;
;75012;Paris 12e;Pavillon de la Tunisie;45 bis avenue de la Belle Gabrielle;;;http://next.paris.fr/pro/df-fiscalite-des-entreprises/les-concessions-de-la-ville-de-paris/presentation-des-sites-et-lieux-d-exception/rub_9536_dossier_156597_port_27265_sheet_26501;;;;Appel à idées Pavillons.  Le pavillon de la Tunisie, inscrit à l’inventaire supplémentaire des monuments historiques, est situé à proximité de l’entrée du jardin d'agriculture tropicale. Ce bâtiment en tripode a été construit pour l’exposition coloniale et sa transformation la plus marquante date de 1923 avec l’allongement du bâtiment et la reprise des façades.;existant;Fabrique du projet;Montages innovants;;
;93200;Saint-Denis;QUIGP Pleyel;;z.amrane@plainedefrance.fr;34 1 72 59 82 80;http://www.quartier-universitaire-international-grand-paris.fr/;;;;Quartier Universitaire internationale du Grand Paris. Situé au nord de Paris, le Quartier Universitaire International du Grand Paris (QUIGP) est un lieu de vie atypique dédié aux étudiants en mobilité internationale. Reparti sur 3 quartiers, (Paris, Pleyer, St Dénis),  le QUIGP proposera une offre complète d’hébergement, d’équipements et de services. Par ses caractéristiques exceptionnelles, il favorisera l’innovation, l’échange interculturel et l’émergence d’un mode de vie durable.;projet;Innovation dans les usages;Nouveaux modes d’habiter;;
;75013;Paris 13e;Coopaname Paris Sud;17 bis rue Jenner;coop@coopaname.coop;01 43 71 82 69;http://www.coopaname.coop/;https://www.facebook.com/coopaname;Coopaname;-;Ni dépendants, ni indépendants : coopérateurs. Tel est le slogan de Coopaname, une coopérative ouvrière et ouvrière issue du mouvement des coopératives d’activités et d’emploi. Elle rassemble ainsi plus de 750 personnes autour d’une forme novatrice d’organisation économique et sociale.;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.835497,2.361766;
;75019;Paris 19e;Hall de la Chanson;211 avenue Jean Jaurès;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75014;Paris 14e;La Réserve des Arts;14 rue Prévost Paradol;contact@lareservedesarts.org;-;http://www.lareservedesarts.org/;https://www.facebook.com/lareservedesarts;LaReserve;-;La Réserve des Arts est une association qui récupère des rebuts et chutes de matériaux dans les entreprises avant de les redistribuer aux professionnels de la création. Elle permet ainsi de réduire les déchets, soutenir le secteur culturel et son action sociale sur le territoire, et promouvoir le réemploi dans le cadre d’une économie circulaire;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;;
;93400;Saint-Ouen;Mains d'Oeuvre;1 RUE CHARLES GARNIER;;;;;;;;existant;Innovation sociale et sociétale;;48.905272,2.339099;
;75018;Paris 18e;Carton Plein 75;33 rue du Nord;;01 42 57 49 93;http://cartonplein.weebly.com/;https://www.facebook.com/CartonPlein75/;;;Carton Plein 75 est une association d'inclusion sociale et professionnelle grâce à la collecte et à la réutilisation de cartons qui servent ensuite à effectuer des déménagements en vélo.;existant;Nouvelles économies et industries;Economie sociale et solidaire;;
;75020;Paris 20e;Extra Muros;156 rue de Ménilmontant;info@extramuros-paris.fr;01 47 92 02 49;http://www.extramuros-paris.com/;https://www.facebook.com/pages/Extramuros/173885012688828;ExtramurosParis;-;Entreprise de l’économie sociale et solidaire, Extra Muros propose de fabriquer des objets et meubles en pièces uniques ou en petites séries, à partir de matériaux de récupération sélectionnés et de rebuts d’entreprises, tout en embauchant et en accompagnant des salariés en insertion.;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.870447,2.398291;
;75013;Paris 13e;Les Alvéoles;face à la Halle Freyssinet;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.8318434042,2.37368835187;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/ee94b5cfe5ef4dfbe56bdfbe0df82c73;75012;Paris 12e;Atelier Stendhal;5 rue Erard;-;-;http://lestendhal.net/;https://www.facebook.com/pages/Le-Stendhal/447133092023628;-;-;Le Stendhal est un collectif éclectique dont la démarche est de redonner vie aux lieux inoccupés, d’habiter les lieux vacants pour redonner du sens aux vides urbains. Leur objectif est de créer ainsi une dynamique de quartier dans ces espaces occupés, dans une perspective sociale et solidaire.;existant;Innovation sociale et sociétale;Utilisation éphémère;48.845372,2.384145;
;75013;Paris 13e;Cité de la mode et du design;34 quai d'Austerlitz;contact@citemodedesign.fr;01 76 77 25 30;http://www.citemodedesign.fr/;https://www.facebook.com/CiteModeDesign/timeline;https://twitter.com/citemodedesign;;Requalification des Magasins Généraux - Docks de Paris. Les Docks Cité de la Mode et du Design, est dédiée aujourd'hui à l'avant-garde de la mode et du design. Programme: Institut Français de la Mode, espaces événementiels, restaurants, commerces, médiathèque. Intervention artistique sur la façade: Yann Kersalé;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;93100;Montreuil;Les Chaudronneries;124 rue de Rosny;;;www.leschaudronneries.com;;;;Projet d'ouverture d'une pépinière d'économies sociétales;projet;Nouvelles économies et industries;Economie sociale et solidaire;;
;75012;Paris 12e;Place de la Bastille;Place de la Bastille;dvd.places@paris.fr;;http://www.paris.fr/services-et-infos-pratiques/urbanisme-et-architecture/projets-urbains-et-architecturaux/reinventons-nos-places-2540;;;;Réinventons nos places. Apaiser l’espace public, rééquilibrer les usages au profit des piétons et des circulations douces et valoriser les espaces naturels. Procès caractérisé par la participation citoyenne en lien étroit avec des techniciens. Arbitrage sur la proposition finale à faire en 2016.;projet;Fabrique du projet;Participation et concertation;;
;92120;Montrouge;Start-Way Montrouge;87 rue Gabriel Péri;;;;;;;;existant;Innovation sociale et sociétale;Coworking;48.819514,2.3136200000000002;
;75012;Paris 12e;Jardin d'Agronomie Tropicale;45 bis avenue de la Belle Gabrielle;;;http://next.paris.fr/pro/df-fiscalite-des-entreprises/les-concessions-de-la-ville-de-paris/presentation-des-sites-et-lieux-d-exception/rub_9536_dossier_156597_port_27265_sheet_26501;;;;"Appel à idées Pavillons. Le Jardin d’agronomie tropicale est situé à l’est du Bois de Vincennes, en limite des quartiers habités de 
Nogent-sur-Marne. Il abrite dans un cadre arboré de 6,7 hectares un campus scientifique et un jardin
ouvert au public, étayé d’œuvres, de pavillons d’expositions et de monuments commémoratifs.";existant;Fabrique du projet;Montages innovants;;
;75018;Paris 18e;Marché des 5 continents;;;;;;;;;projet;Innovation sociale et sociétale;Nouveaux modes de commercer;48.8990191055,2.36072426982;
;94200;Ivry-sur-Seine;Passerelle aux cables;Entre Ivry et Charenton;reinventer.laseine@paris.fr;;http://www.reinventerlaseine.fr/;;;;Réinventer la Seine. Ce pont à poutres cantilever pour piétons et bicyclettes, avec sa rampe d'accès d'un seul tenant, a été construit entre 1926 et 1929 par la centrale électrique d'Ivry (dite à l'époque Électricité de la Seine).  Massive et construite en béton armé, la passerelle achemine aussi des lignes électriques vers la zone industrielle d'Ivry-sur-Seine. Elle a une longueur totale de 214 mètres et une portée de 134,60 mètres. Elle est le départ des pistes cyclables des bords de Seine et des bords de Marne et fait la jonction vers les pistes du centre de Paris.;projet;Fabrique du projet;Montages innovants;;
;75013;Paris 13e;Paul Bourget Lot 11;rue Paul Bourget prolongée;;;;;;;"Lot de l'appel à projet ""Inventons la métropole""  - Volet Arc de l'innovation. Opération tiroir de construction-relogement –démolition, tributaire de la démolition de 2 tours de logements.";projet;Nouvelles économies et industries;;;
;93120;La Courneuve;Plaine de Saveurs;65 avenue Jean Mermoz;;;;;;;;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.9324,2.404204;
;93200;Saint-Denis;QUIGP Saint-Denis;;z.amrane@plainedefrance.fr;35 1 72 59 82 80;http://www.quartier-universitaire-international-grand-paris.fr/;;;;Quartier Universitaire internationale du Grand Paris. Situé au nord de Paris, le Quartier Universitaire International du Grand Paris (QUIGP) est un lieu de vie atypique dédié aux étudiants en mobilité internationale. Reparti sur 3 quartiers, (Paris, Pleyer, St Dénis),  le QUIGP proposera une offre complète d’hébergement, d’équipements et de services. Par ses caractéristiques exceptionnelles, il favorisera l’innovation, l’échange interculturel et l’émergence d’un mode de vie durable.;projet;Innovation dans les usages;Nouveaux modes d’habiter;;
;75019;Paris 19e;Site Porte de Lilas;Avenue René Fonck;;;;;;;La parcelle identifiée Porte des Lilas devait à l’origine accueillir une bibliothèque. Le projet a été abandonné. Appel à projet programme hybride envisageable;projet;Potentiels foncier ou immobilier;Projets immobiliers sans programme;;
;75013;Paris 13e;Piscine de la Butte aux Cailles;5 Place Paul Verlaine;;;;;;;Expérimentation pour mesurer la fréquentation en temps réel et chaudière numérique pour chauffer la piscine.;;Experimentation;Performance énergétique;48.827428,2.352475;
;75020;Paris 20e;Réinventer Paris -  Buzenval;61 rue de buzenval;;;http://www.reinventer.paris/fr/sites/1245-buzenval-20e.html;;;;;projet;Fabrique du projet;Montages innovants;48.852689,2.40086;
;94300;Vincennes;résidence universitaire;rue jean moulin;;;;;;;;projet;Innovation dans les usages;Nouveaux modes d’habiter;48.845473,2.429451;
;75019;Paris 19e;Zenith;211 avenue Jean Jaurès;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75018;Paris 18e;Crèche multi-accueil démontable Bichat;46 rue Henri Huchard;;;;;;;Crèche démontable qui permet d'utiliser de manière éphémère (quelques années) une emprise particulière. Après la crèche pourrait être installé ailleurs;projet;Nouveaux lieux - nouveaux services;Utilisation éphémère;;
;93100;Montreuil;Friche Dufour;137 boulevard de Chanzy;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.859024,2.425712;
;75019;Paris 19e;Rstyle;74 rue d’Aubervilliers;;01 40 36 99 93;www.rstyle.fr;https://www.facebook.com/groups/rstyle/;;;RStyle est une structure de promotion des cultures urbaines sous toutes leurs formes. Depuis plus de 15 ans, RStyle s’attache à offrir un nouveau regard sur les cultures urbaines en France mais aussi à l’international, par l’organisation d’évènements et par l’action sociale.;existant;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;;
;94400;Vitry-sur-Seine;Santé&Co;ZAC des Ardoines;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;;
;75019;Paris 19e;Bd Périphèrique ouvrage d'art;19 Bd Sérrurier;;;https://budgetparticipatif.paris.fr/bp/jsp/site/Portal.jsp?document_id=2208&portlet_id=158;;;;Inscrit dans le budget participatif, le « Périphériques Ouvrages d'Arts »  consiste à transformer, par des interventions artistiques ou paysagères, des espaces dégradés et peu avenants autour du boulevard périphérique, notamment les passages situés sous cet ouvrage d'art. Leur traitement pourra faire appel à divers modes d'expression artistique : mise en lumière, peinture des parois, projections et murs d'écrans, fresques ou bas-reliefs, arts numériques, marquage... Trois premiers sites sont envisagés : porte de la Villette, passage de l’Ourcq et porte de Clichy.;projet;Innovation dans les usages;Espaces insolites;48.877787,2.405019;
;75018;Paris 18e;Draft Ateliers;12 esplanade Nathalie Sarraute;hello@ateliers-draft.com;09 81 01 02 17;http://www.ateliers-draft.com/;https://www.facebook.com/draftateliers/;draftateliers;-;Donnez un destin à vos idées. C’est ce qu’offre Draft Ateliers, un espace d’ateliers de fabrication collaboratifs connectés à un e-shop, qui met à votre disposition un espace de conception et trois ateliers, un pour la filière numérique, un pour la filière bois et le dernier pour la filière électronique .;existant;Nouvelles économies et industries;Fablab;48.888168,2.362448;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/3d7e9f4d832a5fc5a7aa33ee3051cba5;75011;Paris 11e;Fontaines O Livres;13 rue de Vaucouleurs;contact@fontaineolivres.com;01 43 14 03 94;http://www.fontaineolivres.com/;https://www.facebook.com/FontaineOLivres/;FontaineOLivres;https://www.youtube.com/channel/UCVoZbPkShdgA-IAZBtjS5gg;Réseau d'entreprises du livre, pépinière des métiers du livre et organisme de formation professionnelle.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.869401,2.376643;
;75020;Paris 20e;Pavillon Carré de Baudoin;121 rue de Ménilmontant;;;http://next.paris.fr/pro/df-fiscalite-des-entreprises/les-concessions-de-la-ville-de-paris/presentation-des-sites-et-lieux-d-exception/rub_9536_dossier_156597_port_27265_sheet_26501;;;;Appel à idées Pavillons.;existant;Fabrique du projet;Montages innovants;;
;94200;Ivry-sur-Seine;Théâtre des Quartiers d'Ivry;69 AV DANIELLE CASANOVA;;;;;;;;projet;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;48.814907,2.384274;
;93170;Bagnolet;YAPLUSK;impasse Julian;;;;;;;;existant;Nouvelles économies et industries;Fablab;48.870644,2.424892;
;75019;Paris 19e;AICV;38 bis quai de la Marne;aicv.paris@gmail.com;01 43 43 40 74;http://aicv.net/;-;-;-;Animation insertion culture vélo. Cette association propose un espace convivial et solidaire où un atelier met à votre disposition des outils et pièces recyclées, tandis que les adhérents bénévoles pourront vous apprendre à réparer vous-mêmes votre vélo. Le but est de favoriser la pratique autonome du vélo, et de constituer une vraie culture vélo.;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.890771,2.384935;
