IDENT_PVP;N_SQ_CA;NUM_PVP;ADR_ORI;ADR_SUP;TYP_PROT;MOTIVATION
05-0004;5;4;66 boulevard Saint-Marcel;;BP;Collège Raymond Queneau construit par les architectes Michel Cuminal et Roger Lardat vers 1938. Il offre un exemple réussi d'agrandissement et de rénovation d'une école du XIXème siècle. Les architectes ont choisi de garder intact le corps de bâtiment principal en le prolongeant toujours à l'alignement pour aménager de nouvelles classes ainsi que des bureaux et logements de fonction. La typologie adoptée est la même mais avec deux niveaux de plus : classes sur cour au calme et couloir de distribution sur rue communiquant avec l'ancien. Le raccord avec le bâtiment ancien est particulièrement étudié. La composition de la façade avec ses baies à l'horizontale est typique des années trente. Le soubassement est en enduit avec inclusion de silex de grandes dimensions les murs sont en enduits de mignonnette sur ciment teinté rose. Les baies et les bouches d'aération sont entourées d'éléments de grès émaillé de Fourmanteau. La porte d'entrée est encadrée de motifs métalliques polychromes.
05-0232;5;232;6-8 rue Saint-Victor;;BP;Ces deux maisons aujourd'hui réunies ont été construites au XVIIème siècle. Elles possèdent des façades simples et sont couronnées par des massifs de lucarnes sur deux niveaux formant pignon.
05-0251;5;251;20-24 rue Xavier Privas;;BP;Au n°20-22 maisons Louis-Philippe reconstruits selon l'ordonnance royale de 1844 qui prescrivait l'élargissement de la rue. Le n°24 rue Xavier Privas correspond au n°26 rue Saint-Severin (motivée à cette adresse).
06-0117;6;117;14 rue de l'Abbaye;;BP;Sur rue : deux maisons présentant des façades Restauration englobant le remplage de la grande baie occidentale du réfectoire de l’Abbaye de Saint-Germain des Prés (mur mitoyen entre les nº14 et 16 inscrit à l'inventaire supplémentaire des monuments historiques depuis 1953). En fond de parcelle maison dépendance de l'Abbaye du XVIIème siècle.
06-1032;6;1032;89 rue d'Assas;10 avenue de l'Observatoire;BP;Clinique Tarnier élevée en 1877-1880 par l'architecte Léon Ginain. Grand prix de Rome en 1852 professeur à l'école des Beaux-Arts membre de l'Institut Ginain a peu construit mais est l'auteur d'édifices remarqués en leur temps (Eglise Notre-Dame-des-Champs Palais Galliéra..).
06-0857;6;857;11 rue Bernard Palissy;1 rue du Sabot;BP;Maison d'angle d'origine du XVIIème siècle. Pan coupé d'une travée. Garde-corps de style Louis XVI.
06-0666;6;666;12 rue des Canettes;;BP;Maison du XVIIème siècle présentant une façade composée de deux travées et de trois étages carrés. Garde-corps Louis XVI sur alléges abaissées.
06-0641;6;641;15 rue des Canettes;;BP;Maison du XVIIIème siècle sur des bases du XVIIème siècle avec façade composée de trois travées et quatre étages carrés. Appuis de fenêtres en fer forgé conservés de la seconde moitié du XVIIIème siècle. Appartenait aux couvent des Bernardines du Précieux-Sang entre 1636 et 1656 (selon Rochegude).
06-0744;6;744;16-18 rue de Condé;;BP;Partie de l'ancien hôtel de La Paluz s'étendant également au 18 rue de Condé. Abondamment densifié dans les années 1880 tant sur la rue de Condé que sur la rue de Tournon. L'aile en retour donnant sur la rue de Condé présente encore sa façade du premier tiers du XVIIIème siècle surélevée. Appuis de fenêtre en fer forgé Régence conservés aux deux premiers étages de l'aile en retour au 16 rue de Condé.
06-0346;6;346;37 rue Dauphine;;BP;"Maison du XVIIème siècle présentant une façade composée d'une travée et de deux étages sur rez-de-chaussée avec lucarnes passantes. Elle se rattache, par son aspect et sa période, à la maison d'angle édifiée au 35 rue Dauphine - 11 rue Christine, mais ses baies ont conservées leurs proportions et leurs allèges d'origine alors qu'elles ont été abaissées jusqu'au bandeau au 35. Edifice référencé dans Babelon Jean-Pierre, ""Demeures parisiennes sous Henri IV et Louis XIII"", éd. Hazan, Paris, 1991. Rue ouverte en 1607 en même temps que la rue Christine et la rue d'Anjou (aujourd'hui de Nesle) à l'occasion du lotissement par l'entrepreneur Nicolas Carel des terrains des Augustins entre le quai des Augustins et la porte de Bussy."
06-0123;6;123;14 rue de l'Echaudé;5 rue Cardinale;BP;Maison simple du XVIIème siècle. Parcelle traversante. Travées irrégulières. Sur la façade rue Cardinale grandes arcatures embrassant l'entresol.
06-0406;6;406;9 rue des Grands Augustins;;BP;Maison de la fin du XVIIème siècle. Décor des trumeaux témoignant d'un rhabillage postérieur de la façade (vers 1840 ?). Porte cochère présentant des vantaux d'un modèle figurant également au 41 quai des Grands Augustins et aux 16 et 4 rue de Savoie encadrée par un porche en pierres appareillées formant une arcade. Façade composée de quatre étages carrés sur rez-de-chaussée et sur deux travées. Ferronneries de la fin XVIIIème siècle.
06-0338;6;338;20 rue des Grands Augustins;;BP;Grande maison d'Ancien Régime établie sur une parcelle profonde comportant trois corps de bâtiments. Maison présentant une façade sur rue composée de huit travées très rapprochées et élevée de trois étages carrés sur rez-de-chaussée. Croisées anciennes. Appuis portant des garde-corps en fer forgé Louis XVI. Porte cochère à vantaux Louis XVI.
18-0218;18;218;1 rue de la Mire;112, rue Lepic;BP;Immeuble de rapport dont la façade principale donne sur la rue Lepic et typique de l'ancien village de Montmatre
18-0400;18;400;3 rue Norvins;1, impasse du Tertre;BP;Maison typique de l'ancien village de Montmartre
18-0413;18;413;14b rue Norvins;9, rue Saint-Rustique;BP;Immeuble de rapport typique de l'ancien village de Montmartre
18-0410;18;410;24 rue Norvins;16, rue Girardon, 15, rue de l'Abreuvoir;BP;"Accès et dépendance de l'ancienne Folie Sandrin actuellement affectée à des ateliers d'artistes et dite ""Cité des artistes"""
18-0053;18;53;187-193 rue Ordener;;BP;"Montmartre aux Artistes : cité d'artistes édifiée par l'architecte Adolphe Thiers de 1925 à 1937 sur un terrain offert en 1924 par la Ville de Paris. Cet ensemble ""Arts Déco"" exceptionnel à parement de briques sur structure de béton armé présente un rapport monumental à la rue sur laquelle des espaces plantés ouvrent par un haut porche tapissé de céramiques polychromes. A l'intérieur deux bâtiments sont installés à l'intérieur d'une vaste cour où la brique est remplacée par de grandes surfaces murales blanches dont le seul ornement est le rythme régulier des verrières. Chaque bâtiment est composé de deux escaliers qui desservent les ateliers par le système classique de la longue coursive ouverte. La pureté de son écriture la force plastique de ses immenses façades vitrées font de cette cité une oeuvre majeure de l'architecture moderne parisienne."
06-0617;6;617;15 rue Guisarde;;BP;Maison à l'ancien alignement présentant une façade cantonnée par deux chaînes de refends et composée de trois travées et de cinq étages carrés du début du XIXème siècle. Garde-corps montés en tableau présentant des motifs en vogue sous la Restauration. Baies surmontés de frontons plats soutenus par des consoles aux deux premiers étages. Bases probablement plus anciennes (rue ouverte en 1620).
06-0001;6;1;19 quai Malaquais;;BP;Annexe de l hôtel de Chimay ou encore petit hôtel de La Bazinière financé par La Bazinière commanditaire de l'hôtel de Chimay vers 1635 sur un lot acquis d'Etienne Bryois pour former une dépendance de son grand hôtel. En l'état actuel la façade présente un aspect daté d'époque Restauration intérieur inconnu. L'hôtel de Chimay situé au 17 quai Malaquais a été commandé en 1635 à l'architecte Simon Delespine par Macé Bertrand de La Bazinière trésorier de l'Epargne sur un lot du lotissement Le Barbier. Reconstruit en 1740-1756 par l'architecte François Debias-Aubry pour le duc de Bouillon il a conservé sa structure générale et son orientation telle que gravée au XVIIème siècle par Jean Marot. Il est affecté depuis 1884 à l'Ecole des Beaux-Arts et a subi à ce titre des remaniements importants.
06-0548;6;548;19 rue Monsieur Le Prince;;BP;Maison du XVIIème siècle comprise dans une série homogène. Façade composée de deux travées et élevée de deux étages carrés sur rez-de-chaussée. Chaînes de refends. Baies cantonnées par des harpes en pierre. Deux lucarnes passantes. Ancienne propriété des Hospices jusqu'à leur cession en 1812.
06-0711;6;711;34 rue Monsieur Le Prince;;BP;Maison du XVIIème siècle ayant conservée ses proportions d'origine. Façade composée de deux travées principales et d'une demi-croisée. Elévation de quatre étages carrés bien hiérarchisés sur rez-de-chaussée.
11-0142;11;142;138-140 rue de la Roquette;19 rue Auguste Laurent;BP;Ensemble de maisons de deux étages carrés sur rez-de-chaussée à usage commercial caractéristique de l'ancien faubourg et constituant un repère urbain très important en co-visibilité de la Mairie du 11ème arrondissement.
11-0265;11;265;16-18 rue Saint-Sabin;12-14, rue Sedaine, 1-3, passage Saint-Sabin;BP;Dissimulés au regard de la rue par des bâtiments d'habitation de la seconde moitié du XIXème deux séries d'ateliers-logements d'un étage sur rez-de-chaussée composent la cour qui se développe suivant un axe parallèle à la rue Sedaine avec accès par le porche du 16 rue Saint-Sabin. Son intérêt réside dans la faible densité des bâtiments qui délimitent un espace harmonieux. Pavage ancien.
18-0457;18;457;26 rue Tholozé;;BP;Immeuble de rapport XIXème
18-0473;18;473;8 rue Yvonne le Tac;;BP;Maison en retrait sur l'alignement typique de l'ancien village de Montmartre.
18-0474;18;474;15 rue Yvonne le Tac;94 bis, rue des Martyrs;BP;Immeuble de rapport XIXème. Pan coupé à l'angle des rues.
15-0028;15;28;87 rue Brancion;2 rue Fizeau;EPP;Boulangerie présentant en façade de la devanture un remarquable décor 1900. A l'extérieur, deux toiles peintes, fixées sous verre, proposent des scènes champêtres réalisées par l'atelier Benoist et fils, spécialisé dans la décoration de commerce. A chaque extrémité du pan coupé, percé par la porte d'entrée, deux autres panneaux vantent les productions de la maison. Le décor intérieur en stuc regorge d'angelots enchevêtrés de guirlandes et de tresses.
15-0168;15;168;44 rue du Commerce;;BP;La rue du Commerce est conçue pour devenir l'axe commercial principal du lotissement de Beaugrenelle (1824). Bordée d'immeubles souvent modestes mais non dénués de recherche la rue du Commerce forme avec ses abords un témoignage particulièrement intéressant de l'histoire et du développement des faubourgs de Paris. Bâtiment de bonne tenue intégré dans une séquence homogène volets d'origine.
06-1055;6;1055;12 rue de Nesle;17 rue de Nevers;BP;Remarquable maison du XVIIème siècle (maison issue du lotissement des terrains des pères Augustins vers 1620 par l'entrepreneur Nicolas Carel) dont subsistent beaucoup d'éléments (fruit de la façade rythme des baies ancres métalliques). Façade modifiée au premier tiers du XVIIIème siècle (mascaron vantaux sculptés de la porte cochère garde-corps en fer forgé des fenêtres) puis à nouveau modifiée au début du XIXème siècle (fenêtres en plein cintre du premier étage). Le bâtiment sur cour plus ancien ouvrait sur la rue de Nevers par une porte basse à panneaux saillants condamnée ultérieurement (n°17).
06-1029;6;1029;123-125 rue Notre-Dame des Champs;;BP;Hôtel particulier de la fin du XIXème siècle composé d'un corps de bâtiment bâti en retrait de l'alignement sur rue. Façade composée symétriquement de cinq travées et d'une travée latérale en avancée comprenant la porte cochère en plein cintre elle-même surmontée de deux bay-windows métalliques. L'entrée piétonne se fait par un portail en pierre sur rue dans l'axe de la porte du corps de bâtiment principal.
